"id_in_session","session_code","body","body_lemma","network"
9,"jdf4sgo1","Hi","hello","random"
3,"jdf4sgo1","Go ahead","go ahead","random"
1,"jdf4sgo1","Hi there, my figure one looks like a shield or an animal face","hello figure one look like shield animal face","random"
2,"jdf4sgo1","thats my figure 1","thats figure","random"
1,"jdf4sgo1","What about you?","","random"
9,"jdf4sgo1","My figure looks same too like a lion fore face","figure look like lion fore face","random"
2,"jdf4sgo1","can you describe your figure 2","can describe figure","random"
1,"jdf4sgo1","Which number","numb","random"
9,"jdf4sgo1","fig 1","fig","random"
3,"jdf4sgo1","I think so, could you give a little more detail?","think give little detail","random"
9,"jdf4sgo1","what do we call it","call","random"
1,"jdf4sgo1","OK we call it lion","okay call lion","random"
2,"jdf4sgo1","that would be my figure 5","figure","random"
3,"jdf4sgo1","Ah yeah, I know the one","ah yes know one","random"
3,"jdf4sgo1","That's figure 3 for me","thats figure","random"
2,"jdf4sgo1","yes","yes","random"
9,"jdf4sgo1","okay","okay","random"
1,"jdf4sgo1","Figure 2 looks like an antennae for me and it's symmetrical","figure look like antenna symmetrical","random"
3,"jdf4sgo1","Okay","okay","random"
2,"jdf4sgo1","thats my figure 2","thats figure","random"
1,"jdf4sgo1","Or even two swans about to kiss","even two swan kiss","random"
9,"jdf4sgo1","that will be my fig 3","will fig","random"
2,"jdf4sgo1","yes ","yes","random"
3,"jdf4sgo1","Does it have a hollow space in the middle kinda like a shield or heart?","hollow space middle kinda like shield heart","random"
1,"jdf4sgo1","Let's call it swans?","let call swan","random"
9,"jdf4sgo1","okay","okay","random"
3,"jdf4sgo1","That's figure 1 for me","thats figure","random"
2,"jdf4sgo1","my figure 4","figure","random"
1,"jdf4sgo1","Figure 3 looks like an apron or hourglass","figure look like apron hourglass","random"
3,"jdf4sgo1","Works for me","work","random"
9,"jdf4sgo1","that is my fig 2","fig","random"
2,"jdf4sgo1","yes","yes","random"
1,"jdf4sgo1","Great, call it hourglass?","great call hourglass","random"
9,"jdf4sgo1","how do you name the figures","name figure","random"
3,"jdf4sgo1","That's figure 4","thats figure","random"
2,"jdf4sgo1","my figure 3","figure","random"
9,"jdf4sgo1","i only have this chat box","chat box","random"
1,"jdf4sgo1","You have to agree with the name","agree name","random"
2,"jdf4sgo1","yes","yes","random"
1,"jdf4sgo1","so I am saying are you ok to call it hourglass","say okay call hourglass","random"
9,"jdf4sgo1","okay","okay","random"
3,"jdf4sgo1","Can do","can","random"
2,"jdf4sgo1","perfect","perfect","random"
9,"jdf4sgo1","Figure 1 is a Lion","figure lion","random"
1,"jdf4sgo1","Fig 4 looks like a flag or a cartoon hairline","fig look like flag cartoon hairline","random"
9,"jdf4sgo1","figure 3 is Swans","figure swan","random"
1,"jdf4sgo1","We've agreed with the others","weve agree other","random"
1,"jdf4sgo1","please let's continue","please let continue","random"
9,"jdf4sgo1","Figure 2 is Hourglass","figure hourglass","random"
1,"jdf4sgo1","Figure 4 looks like a flag or cartoon hairline ","figure look like flag cartoon hairline","random"
3,"jdf4sgo1","That's figure 2","thats figure","random"
9,"jdf4sgo1","Figure 4 is Flag then","figure flag","random"
1,"jdf4sgo1","we have 1 min left I've already named them","min leave ive already name","random"
3,"jdf4sgo1","Alright","alright","random"
1,"jdf4sgo1","that's your figure 4?","thats figure","random"
9,"jdf4sgo1","the flag shape","flag shape","random"
3,"jdf4sgo1","Figure 5","figure","random"
9,"jdf4sgo1","yes","yes","random"
1,"jdf4sgo1","5 looks like an angel, which number is it for you","look like angel numb","random"
1,"jdf4sgo1","and are you ok to call it angel","okay call angel","random"
3,"jdf4sgo1","We can call it that","can call","random"
9,"jdf4sgo1","figure 5 is same","figure","random"
9,"jdf4sgo1","figure 5 is angel then","figure angel","random"
3,"jdf4sgo1","Hi","hello","random"
1,"jdf4sgo1","Ok let's do this quickly :)","okay let quickly","random"
2,"jdf4sgo1","hello","hello","random"
7,"jdf4sgo1","Go ahead","go ahead","random"
9,"jdf4sgo1","Hi","hello","random"
5,"jdf4sgo1","hello","hello","random"
1,"jdf4sgo1","My figure 1 looks like a flag","figure look like flag","random"
6,"jdf4sgo1","my figure one has two triangles, resembles a spider","figure one two triangle resemble spider","random"
5,"jdf4sgo1","yes please","yes please","random"
9,"jdf4sgo1","my fig 1 looks like an angel ","fig look like angel","random"
1,"jdf4sgo1","Or a cartoon hairline, which number corresponds for you","cartoon hairline numb correspond","random"
4,"jdf4sgo1","Figure 1 looks like a spikey bat","figure look like spikey bat","random"
3,"jdf4sgo1","Does it have a sort of ""M"" in the middle?","sort be middle","random"
2,"jdf4sgo1","that would be my figure 2","figure","random"
6,"jdf4sgo1","yes","yes","random"
3,"jdf4sgo1","Thats fig 5","thats fig","random"
1,"jdf4sgo1","No as in which one which is MY figure 1 looks like one of yours","one figure look like one","random"
9,"jdf4sgo1","okay","okay","random"
4,"jdf4sgo1","I don't have the text boxes to fill in, arent you doing that","do text box fill arent","random"
5,"jdf4sgo1","okay thats my fig 5","okay thats fig","random"
6,"jdf4sgo1","will call it Spider M","will call spider be","random"
7,"jdf4sgo1","does it have a bunch of triangles ","bunch triangle","random"
3,"jdf4sgo1","Okay","okay","random"
1,"jdf4sgo1","My figure one looks like a flaf","figure one look like flaf","random"
1,"jdf4sgo1","flag","flag","random"
1,"jdf4sgo1","which figure is that for you","figure","random"
6,"jdf4sgo1","figure 3 for me looks like a scythe ","figure look like scythe","random"
9,"jdf4sgo1","figure 2 looks like a klion face","figure look like klion face","random"
5,"jdf4sgo1","yes thats perfect","yes thats perfect","random"
6,"jdf4sgo1","or a sickle","sickle","random"
9,"jdf4sgo1","*Lion face","lion face","random"
4,"jdf4sgo1","I dont have one that looks like a flag","do one look like flag","random"
7,"jdf4sgo1","oh thats my 3. I think we have the same 1","oh thats think","random"
3,"jdf4sgo1","Long tringle pointing left?","long tringle point leave","random"
6,"jdf4sgo1","yes","yes","random"
1,"jdf4sgo1","It looks like it could be a weapon maybe","look like weapon maybe","random"
3,"jdf4sgo1","Also fig 3 for me","also fig","random"
1,"jdf4sgo1","with the bulk to the left","bulk leave","random"
2,"jdf4sgo1","I can see something which looks like a dragon","can see something look like dragon","random"
6,"jdf4sgo1","call it a sickle?","call sickle","random"
5,"jdf4sgo1","okay that is my figure 1","okay figure","random"
3,"jdf4sgo1","Sure","sure","random"
2,"jdf4sgo1","has 4 points on the top","point top","random"
6,"jdf4sgo1","figure 2 for me looks like a coat or dress?","figure look like coat dress","random"
9,"jdf4sgo1","yes","yes","random"
2,"jdf4sgo1","that is my figure 4 ","figure","random"
7,"jdf4sgo1","yes.","yes","random"
5,"jdf4sgo1","yes ","yes","random"
4,"jdf4sgo1","is it kind of like the top of a scythe?","kind like top scythe","random"
9,"jdf4sgo1","you wanna call it a dragon?","wanna call dragon","random"
3,"jdf4sgo1","Is it pointy?","pointy","random"
2,"jdf4sgo1","yes","yes","random"
6,"jdf4sgo1","yes, has pointed end in the middle-ish","yes point end middleish","random"
7,"jdf4sgo1","ok","okay","random"
3,"jdf4sgo1","Is it symetrical?","symetrical","random"
7,"jdf4sgo1","figure 4 for the shield","figure shield","random"
6,"jdf4sgo1","it points off to the left","point leave","random"
9,"jdf4sgo1","fig 3 is two swans kissing","fig two swan kiss","random"
6,"jdf4sgo1","not symmetircal","symmetircal","random"
1,"jdf4sgo1","Yes perhaps, let's call it scythe, what number is that for you","yes perhaps let call scythe numb","random"
2,"jdf4sgo1","thats my fig 3 aswell","thats fig aswell","random"
4,"jdf4sgo1","fig 4","fig","random"
3,"jdf4sgo1","Thats figure 2 for me","thats figure","random"
5,"jdf4sgo1","okay thats my figure 2","okay thats figure","random"
6,"jdf4sgo1","name? ","name","random"
9,"jdf4sgo1","Ok Fig 4 looks like an apron","okay fig look like apron","random"
3,"jdf4sgo1","Let's call it dress","let call dress","random"
5,"jdf4sgo1","okay","okay","random"
1,"jdf4sgo1","My figure 2 looks like an hourglass","figure look like hourglass","random"
9,"jdf4sgo1","or hourglass","hourglass","random"
2,"jdf4sgo1","thats my fig 1","thats fig","random"
6,"jdf4sgo1","fig 4 is the symmetircal looking badge","fig symmetircal look badge","random"
4,"jdf4sgo1","thats my figure 2","thats figure","random"
7,"jdf4sgo1","would it look like an upside ring","look like upside ring","random"
1,"jdf4sgo1","Great, let's call it hourglass?","great let call hourglass","random"
4,"jdf4sgo1","yeah","yes","random"
7,"jdf4sgo1","thats my figure 5","thats figure","random"
3,"jdf4sgo1","Is it pointy or does it have lake a hollow heart shape?","pointy lake hollow heart shape","random"
6,"jdf4sgo1","pointed down","point","random"
6,"jdf4sgo1","no heart","heart","random"
9,"jdf4sgo1","figure 5 looks like a flag","figure look like flag","random"
3,"jdf4sgo1","Fig 4","fig","random"
1,"jdf4sgo1","my figure 3 looks like an angel","figure look like angel","random"
6,"jdf4sgo1","badge/","badge","random"
3,"jdf4sgo1","Okay","okay","random"
2,"jdf4sgo1","same my fig 5 resembles a flag aswell","fig resemble flag aswell","random"
4,"jdf4sgo1","maybe figure 3","maybe figure","random"
5,"jdf4sgo1","okay thats my figure 4","okay thats figure","random"
7,"jdf4sgo1","sounds good Yes flag is my number 2","sound good yes flag numb","random"
6,"jdf4sgo1","heart sharp tiara is fig 5 for me","heart sharp tiara fig","random"
4,"jdf4sgo1","is it better on the right?","good right","random"
1,"jdf4sgo1","let's call it angel","let call angel","random"
3,"jdf4sgo1","Fig 1 for me","fig","random"
4,"jdf4sgo1","i mean bigger","mean big","random"
1,"jdf4sgo1","we've done spiky bat which is my figure 4","weve do spiky bat figure","random"
9,"jdf4sgo1","Great!","great","random"
6,"jdf4sgo1","name? tiara?","name tiara","random"
3,"jdf4sgo1","Sure","sure","random"
1,"jdf4sgo1","last one is figure 5, antennae ","last one figure antenna","random"
5,"jdf4sgo1","okay","okay","random"
4,"jdf4sgo1","okay","okay","random"
1,"jdf4sgo1","and we'll call it that?","good call","random"
1,"jdf4sgo1","which number for you","numb","random"
5,"jdf4sgo1","yes thats my fig 3","yes thats fig","random"
4,"jdf4sgo1","figure 5","figure","random"
4,"jdf4sgo1","hi","hello","random"
6,"jdf4sgo1","hello","hello","random"
9,"jdf4sgo1","hi","hello","random"
2,"jdf4sgo1","hello","hello","random"
3,"jdf4sgo1","Hi","hello","random"
4,"jdf4sgo1","yeah","yes","random"
6,"jdf4sgo1","fig 2 for me is hert shaped tiara","fig hert shape tiara","random"
8,"jdf4sgo1","hey","hey","random"
7,"jdf4sgo1","hello","hello","random"
5,"jdf4sgo1","hello","hello","random"
6,"jdf4sgo1","heart","heart","random"
9,"jdf4sgo1","my fig 1 looks like a lion face","fig look like lion face","random"
2,"jdf4sgo1","my fig 1 resembles an angel","fig resemble angel","random"
8,"jdf4sgo1","my figure 1 looks kind of like a horse's head","figure look kind like horse head","random"
6,"jdf4sgo1","yes","yes","random"
3,"jdf4sgo1","So my fig 1 is symmetrical, long, and points down","fig symmetrical long point","random"
6,"jdf4sgo1","sure","sure","random"
7,"jdf4sgo1","like a shield?","like shield","random"
8,"jdf4sgo1","I think my figure 2 looks like an angel","think figure look like angel","random"
6,"jdf4sgo1","fig 1 for me looks liek a dress/coat","fig look liek dresscoat","random"
3,"jdf4sgo1","Sort of looks like a dragon's face or shield, yeah","sort look like dragon face shield yes","random"
4,"jdf4sgo1","i think thats my figure 2","think thats figure","random"
6,"jdf4sgo1","points off to the left","point leave","random"
6,"jdf4sgo1","yes","yes","random"
7,"jdf4sgo1","yea mine to","yea mine","random"
9,"jdf4sgo1","what is yours?","","random"
6,"jdf4sgo1","yes","yes","random"
4,"jdf4sgo1","kind of like an hourglass?","kind like hourglass","random"
3,"jdf4sgo1","Your fig 1?","fig","random"
5,"jdf4sgo1","my fig 1 looks like dragon head","fig look like dragon head","random"
4,"jdf4sgo1","yeah sure","yes sure","random"
9,"jdf4sgo1","time is running down","time run","random"
7,"jdf4sgo1","yes","yes","random"
2,"jdf4sgo1","my figure 2 looks like 2 swans ","figure look like swan","random"
6,"jdf4sgo1","fig 3 has twp triangles, with a 'm', looks like a spider","fig twp triangle be look like spider","random"
3,"jdf4sgo1","Want to call it shield?","want call shield","random"
9,"jdf4sgo1","okay...","okay","random"
6,"jdf4sgo1","for me","","random"
2,"jdf4sgo1","or a sort of bug","sort bug","random"
9,"jdf4sgo1","what do we call it","call","random"
7,"jdf4sgo1","sounds good","sound good","random"
8,"jdf4sgo1","That would be my figure 4","figure","random"
2,"jdf4sgo1","perfect","perfect","random"
4,"jdf4sgo1","thats my figure 4","thats figure","random"
5,"jdf4sgo1","shield","shield","random"
2,"jdf4sgo1","my figure 3 kind of looks like a flag","figure kind look like flag","random"
9,"jdf4sgo1","okay Fig 1 is shield","okay fig shield","random"
4,"jdf4sgo1","yeah sure","yes sure","random"
3,"jdf4sgo1","Okay my figure 2 isn't symetrical and has a right side much larger than the left#","okay figure isnt symetrical right side much large leave","random"
2,"jdf4sgo1","pointing left","point leave","random"
5,"jdf4sgo1","it has a shield shape in it","shield shape","random"
9,"jdf4sgo1","my fig 2 looks like an angel","fig look like angel","random"
8,"jdf4sgo1","Same with my figure 3","figure","random"
6,"jdf4sgo1","you got my fig 3?","get fig","random"
4,"jdf4sgo1","yeah thats my figure 5","yes thats figure","random"
2,"jdf4sgo1","my figure 4 looks like an apron","figure look like apron","random"
2,"jdf4sgo1","with an upside down trinagle on the top","upside trinagle top","random"
7,"jdf4sgo1","kinda like a horse looking head and top body","kinda like horse look head top body","random"
3,"jdf4sgo1","Yeah","yes","random"
9,"jdf4sgo1","lets call Fig 2 Angel","let call fig angel","random"
5,"jdf4sgo1","my fig 2 has pointy edges and looks like a ram head","fig pointy edge look like ram head","random"
4,"jdf4sgo1","yeah thats good","yes thats good","random"
7,"jdf4sgo1","ok, yea thats my 2 as well","okay yea thats good","random"
6,"jdf4sgo1","Kinda? it has two triangles that connect at the tip, with legs coming off of it","kinda two triangle connect tip leg come","random"
3,"jdf4sgo1","Okay, hore head for name?","okay hore head name","random"
3,"jdf4sgo1","*horse","horse","random"
2,"jdf4sgo1","do you see anything like that?","see anything like","random"
7,"jdf4sgo1","yea","yea","random"
8,"jdf4sgo1","OK that would be my figure 2. I think I got the one you said with the angel confused. I think that's my figure 5","okay figure think get one say angel confuse think thats figure","random"
6,"jdf4sgo1","apron was fig 1 for me ","apron fig","random"
6,"jdf4sgo1","fig 3 is diff","fig diff","random"
9,"jdf4sgo1","Then lets call Fig 2 ram head","let call fig ram head","random"
8,"jdf4sgo1","But my figure 2 has the triangle","figure triangle","random"
3,"jdf4sgo1","My fig 3 looks like a scythe","fig look like scythe","random"
7,"jdf4sgo1","same","","random"
9,"jdf4sgo1","my fig 3 looks like an hourglass","fig look like hourglass","random"
5,"jdf4sgo1","yes","yes","random"
4,"jdf4sgo1","kind of like a scythe? thats my figure 1","kind like scythe thats figure","random"
3,"jdf4sgo1","Call it scythe?","call scythe","random"
7,"jdf4sgo1","ok","okay","random"
9,"jdf4sgo1","lets call it an hoursglass","let call hoursglass","random"
6,"jdf4sgo1","shielf for me is lige fig 5 for me. It's symeetrical","shielf lige fig symeetrical","random"
9,"jdf4sgo1","*Hourglass","hourglass","random"
6,"jdf4sgo1","shield","shield","random"
3,"jdf4sgo1","Fig 4 looks kinda like bug antenne","fig look kinda like bug antenne","random"
3,"jdf4sgo1","Theres like a hollow part that looks a little like a heart","theres like hollow part look little like heart","random"
6,"jdf4sgo1","fig 1","fig","random"
7,"jdf4sgo1","does it have two triangles","two triangle","random"
4,"jdf4sgo1","yeah sure","yes sure","random"
5,"jdf4sgo1","okay","okay","random"
2,"jdf4sgo1","just to double check my figure 5 looks like a dragons head is that your number 1","just double check figure look like dragon head numb","random"
3,"jdf4sgo1","No","","random"
8,"jdf4sgo1","Ya","you","random"
6,"jdf4sgo1","it points off to the left","point leave","random"
3,"jdf4sgo1","It's curvy","curvy","random"
2,"jdf4sgo1","and my angel is figure 1 and that would be your 5","angel figure","random"
6,"jdf4sgo1","fig 4 looks like a sycthe/sickle","fig look like sycthesickle","random"
9,"jdf4sgo1","my Figure 4 looks like a flag and my figure 5 looks like two swans kissing","figure look like flag figure look like two swan kiss","random"
7,"jdf4sgo1","are the two top pieces almost touching","two top piece almost touch","random"
3,"jdf4sgo1","Yes","yes","random"
6,"jdf4sgo1","fig 5 is a symmetrical badge/shield looking image","fig symmetrical badgeshield look image","random"
7,"jdf4sgo1","ok, thats my five","okay thats five","random"
9,"jdf4sgo1","what do we call them?","call","random"
2,"jdf4sgo1","perfect","perfect","random"
4,"jdf4sgo1","yeah i see it, it's my figure 3","yes see figure","random"
6,"jdf4sgo1","fig 3 for me is the spider looking image with two legs coming off","fig spider look image two leg come","random"
3,"jdf4sgo1","My five has 2 triangles","five triangle","random"
8,"jdf4sgo1","Ya","you","random"
4,"jdf4sgo1","yeah","yes","random"
6,"jdf4sgo1","hello","hello","random"
7,"jdf4sgo1","hello","hello","random"
3,"jdf4sgo1","Hi","hello","random"
4,"jdf4sgo1","hi","hello","random"
5,"jdf4sgo1","hi","hello","random"
6,"jdf4sgo1","fig 1 for me is an apron/angel looking image","fig apronangel look image","random"
6,"jdf4sgo1","points off to the left","point leave","random"
7,"jdf4sgo1","figure 1 has two triangles","figure two triangle","random"
4,"jdf4sgo1","like an hourglass? thats my fig 1","like hourglass thats fig","random"
3,"jdf4sgo1","You can start","can start","random"
7,"jdf4sgo1","yes","yes","random"
6,"jdf4sgo1","fig 2 is two triangles, with legs coming off, looks like a spider","fig two triangle leg come look like spider","random"
7,"jdf4sgo1","hourglass for figure 1","hourglass figure","random"
3,"jdf4sgo1","Two triangles with like an ""M"" in it?","two triangle like be","random"
6,"jdf4sgo1","any issues?","issue","random"
3,"jdf4sgo1","That's my fig 5","thats fig","random"
3,"jdf4sgo1","We can call it apron?","can call apron","random"
7,"jdf4sgo1","my figure two has four sharp points on the top","figure two four sharp point top","random"
5,"jdf4sgo1","my fig 2 looks like two triangles inter woven","fig look like two triangle inter weave","random"
4,"jdf4sgo1","kind of like a spiky racket?","kind like spiky racket","random"
7,"jdf4sgo1","yes","yes","random"
6,"jdf4sgo1","same","","random"
4,"jdf4sgo1","thats my fig 2","thats fig","random"
3,"jdf4sgo1","Fig 2, I'm fine with calling it antennae","fig im fine call antenna","random"
5,"jdf4sgo1","okay","okay","random"
6,"jdf4sgo1","fig 3 is a syemmtrical badge/shield looking image","fig syemmtrical badgeshield look image","random"
5,"jdf4sgo1","okay thats my fig 4","okay thats fig","random"
7,"jdf4sgo1","same","","random"
3,"jdf4sgo1","That's fig 4","thats fig","random"
6,"jdf4sgo1","fig 4 for me is a scythe/sickle image ","fig scythesickle image","random"
3,"jdf4sgo1","We can call it shield if that's okay","can call shield thats okay","random"
4,"jdf4sgo1","my fig 3 looks kind of like the top of a scythe","fig look kind like top scythe","random"
7,"jdf4sgo1","ok thats my 4","okay thats","random"
6,"jdf4sgo1","fig 5 for me is a heart shaped tiara looking thing","fig heart shape tiara look thing","random"
5,"jdf4sgo1","okay thats my fig3","okay thats fig","random"
3,"jdf4sgo1","That's fig 1","thats fig","random"
4,"jdf4sgo1","my fig 4 looks kind of like the side of an angel","fig look kind like side angel","random"
7,"jdf4sgo1","thats my 3","thats","random"
3,"jdf4sgo1","I think flag works as a name","think flag work name","random"
4,"jdf4sgo1","my fig 5 is kind of like antennae","fig kind like antenna","random"
6,"jdf4sgo1","any questions?","question","random"
3,"jdf4sgo1","Does it look kinda like a horse's head?","look kinda like horse head","random"
3,"jdf4sgo1","Okay yeah I can see that, fig 3","okay yes can see fig","random"
3,"jdf4sgo1","Works for me","work","random"
4,"jdf4sgo1","it has two symmetrical shapes that face towards each other","two symmetrical shape face towards","random"
7,"jdf4sgo1","yes","yes","random"
3,"jdf4sgo1","Good work team","good work team","random"
5,"jdf4sgo1","all good","good","random"
3,"jdf4sgo1","You too","","random"
6,"jdf4sgo1","were my descriptions okay? ","description okay","random"
5,"jdf4sgo1","yes","yes","random"
7,"jdf4sgo1","nice","nice","random"
6,"jdf4sgo1","hello","hello","random"
4,"jdf4sgo1","hi","hello","random"
9,"jdf4sgo1","Hy","hy","random"
6,"jdf4sgo1","tell your images","tell image","random"
8,"jdf4sgo1","Hey","hey","random"
5,"jdf4sgo1","hello","hello","random"
9,"jdf4sgo1","My Figure 1 looks like an angel","figure look like angel","random"
4,"jdf4sgo1","my fig 1 looks kind of like the side of an angel","fig look kind like side angel","random"
4,"jdf4sgo1","bigger on the right","big right","random"
8,"jdf4sgo1","So my figure 1 looks like an hourglass with lines coming out of it.","figure look like hourglass line come","random"
9,"jdf4sgo1","what figure is that","figure","random"
5,"jdf4sgo1","my fig i looks like an angel ","fig look like angel","random"
6,"jdf4sgo1","got it","get","random"
4,"jdf4sgo1","fig 2 kind of like antennae","fig kind like antenna","random"
5,"jdf4sgo1","okay thats my fig2","okay thats fig","random"
6,"jdf4sgo1","with triagnles, look like a spider? ","triagnles look like spider","random"
8,"jdf4sgo1","That would be my fig 4","fig","random"
9,"jdf4sgo1","Lets call the Figure Angel","let call figure angel","random"
4,"jdf4sgo1","nah its symmetrical","nah symmetrical","random"
6,"jdf4sgo1","so your ifg 2 is a symmetricla shape? ","ifg symmetricla shape","random"
5,"jdf4sgo1","so we can call it hour glass","can call hour glass","random"
4,"jdf4sgo1","thats my figure 5 i think, that one looks kind of like a hourglass","thats figure think one look kind like hourglass","random"
8,"jdf4sgo1","Ya","you","random"
6,"jdf4sgo1","look like a badge/shield? ","look like badgeshield","random"
9,"jdf4sgo1","that is my figure 5","figure","random"
8,"jdf4sgo1","My fig 2 looks like an airplane","fig look like airplane","random"
9,"jdf4sgo1","looks like two swans kissing","look like two swan kiss","random"
4,"jdf4sgo1","no the shield looking one is my fig 3","shield look one fig","random"
9,"jdf4sgo1","what do we call it","call","random"
5,"jdf4sgo1","that is my fig 4","fig","random"
6,"jdf4sgo1","what fig is the scythe/sickle? ","fig scythesickle","random"
9,"jdf4sgo1","okay My figure 5 is Antennae","okay figure antenna","random"
8,"jdf4sgo1","Cool. My fig 3 looks like a dragon's head","cool fig look like dragon head","random"
9,"jdf4sgo1","my figure 2 looks like a flag","figure look like flag","random"
4,"jdf4sgo1","fig 2 has two symmetrical bits coming out and facing each other","fig two symmetrical bit come face","random"
4,"jdf4sgo1","thats figure 4","thats figure","random"
5,"jdf4sgo1","thats my fig 3 also ","thats fig also","random"
5,"jdf4sgo1","we can call it dragon head","can call dragon head","random"
4,"jdf4sgo1","i mean the scythe one is figure 4","mean scythe one figure","random"
8,"jdf4sgo1","ya","you","random"
9,"jdf4sgo1","that is my figure 3, lets call it a shield then?","figure let call shield","random"
8,"jdf4sgo1","And then 5 is the 2 swans","swan","random"
9,"jdf4sgo1","okay what about the figure that looks like a flag","okay figure look like flag","random"
9,"jdf4sgo1","what do we call it","call","random"
6,"jdf4sgo1","what fig is hourglass?","fig hourglass","random"
4,"jdf4sgo1","figure 5","figure","random"
5,"jdf4sgo1","yes thats the same fig 5","yes thats fig","random"
9,"jdf4sgo1","okay Fig 2 is flag","okay fig flag","random"
8,"jdf4sgo1","Alright I think we got them.","alright think get","random"
6,"jdf4sgo1","what fig is heart shaped tiara?","fig heart shape tiara","random"
5,"jdf4sgo1","we can call it swans","can call swan","random"
9,"jdf4sgo1","my fig 4 looks like an hourglass","fig look like hourglass","random"
8,"jdf4sgo1","Yup","yup","random"
4,"jdf4sgo1","2","","random"
9,"jdf4sgo1","what do we call it","call","random"
6,"jdf4sgo1","whats your fig 3?","whats fig","random"
5,"jdf4sgo1","what is your fig 4","fig","random"
4,"jdf4sgo1","its like a spikey racket","like spikey racket","random"
4,"jdf4sgo1","or a shield","shield","random"
9,"jdf4sgo1","okay.. Apron it is","okay apron","random"
8,"jdf4sgo1","The angel","angel","random"
5,"jdf4sgo1","okay","okay","random"
6,"jdf4sgo1","i think i got it","think get","random"
9,"jdf4sgo1","lols. Apron is fine. :-)","lols apron fine","random"
8,"jdf4sgo1","Hey","hey","random"
8,"jdf4sgo1","So my figure 1 looks like an angel","figure look like angel","random"
8,"jdf4sgo1","Yes","yes","random"
8,"jdf4sgo1","My figure 2 looks like a dragon's head","figure look like dragon head","random"
8,"jdf4sgo1","Ya","you","random"
8,"jdf4sgo1","I have been calling it dragon's head but I'm OK with shield","call dragon head im okay shield","random"
8,"jdf4sgo1","Figure 3 looks like an hourglass with lines coming out of it","figure look like hourglass line come","random"
8,"jdf4sgo1","OK it would be an apron","okay apron","random"
8,"jdf4sgo1","figure 3","figure","random"
8,"jdf4sgo1","Ya","you","random"
8,"jdf4sgo1","My figure 4 looks like a double swan head","figure look like double swan head","random"
8,"jdf4sgo1","Ya","you","random"
8,"jdf4sgo1","Antennae works","antenna work","random"
8,"jdf4sgo1","Same","","random"
8,"jdf4sgo1","Yes","yes","random"
8,"jdf4sgo1","Flag works","flag work","random"
8,"jdf4sgo1","yup","yup","random"
8,"jdf4sgo1","Hey","hey","random"
7,"jdf4sgo1","hello","hello","random"
