"id_in_session","session_code","body"
17,"fq1gn8j7","same here"
4,"fq1gn8j7","yes"
18,"fq1gn8j7","That's my figure 2. It looks like a shield "
7,"fq1gn8j7","we got one min"
14,"fq1gn8j7","horned snail or something"
24,"fq1gn8j7","Yeah I call it antennae then?"
1,"fq1gn8j7","are you happy to call it that"
5,"fq1gn8j7","okay. horned snail"
20,"fq1gn8j7","yeah should we call two antenae"
21,"fq1gn8j7","ok! so I can mark them down"
2,"fq1gn8j7","So figure 1 =Antennae and Figure 2= Shield.. Locked in?"
4,"fq1gn8j7","yes"
16,"fq1gn8j7","yes first figure looks like a shield"
7,"fq1gn8j7","we can :)"
18,"fq1gn8j7","Should we call it shiel"
1,"fq1gn8j7","perfect"
24,"fq1gn8j7","Perfect!!!"
17,"fq1gn8j7","yeah"
23,"fq1gn8j7","exactly!"
20,"fq1gn8j7","yeah cool"
5,"fq1gn8j7","figure 2 is spiky. the bottom is long"
14,"fq1gn8j7","what about your fig 2"
24,"fq1gn8j7","that was quick"
2,"fq1gn8j7","perfect!"
23,"fq1gn8j7","we are very early haha!"
21,"fq1gn8j7","that looks easy"
7,"fq1gn8j7","haha i miss time on my other one"
22,"fq1gn8j7","and your 2nd? Like the antennae of a big?"
2,"fq1gn8j7","i know right.. feels unreal haha!"
22,"fq1gn8j7","*bug"
5,"fq1gn8j7","it is like a spiky keyhole"
17,"fq1gn8j7","what should we name them"
18,"fq1gn8j7","Ni, my 2 is shield and my 1 is antenna"
23,"fq1gn8j7","yes! haha"
21,"fq1gn8j7","fig1 = shield, fig2 = antennae"
17,"fq1gn8j7","okay"
14,"fq1gn8j7","true whats your name for it"
5,"fq1gn8j7","spikes"
4,"fq1gn8j7","hello"
24,"fq1gn8j7","Hello"
20,"fq1gn8j7","hi"
21,"fq1gn8j7","hwody"
17,"fq1gn8j7","yeah"
23,"fq1gn8j7","hi"
3,"fq1gn8j7","hello"
20,"fq1gn8j7","my fig 1 looks like a shield"
15,"fq1gn8j7","hello"
24,"fq1gn8j7","you're there"
24,"fq1gn8j7","perfect"
22,"fq1gn8j7","hello"
23,"fq1gn8j7","my fist fig is like antennae"
23,"fq1gn8j7","of a bug"
21,"fq1gn8j7","my fig1 looks like a shield with spikes"
20,"fq1gn8j7","it has 4 spikes"
24,"fq1gn8j7","alright, I have two figures"
4,"fq1gn8j7","are they rounded on top or very pointy "
22,"fq1gn8j7","my fig.1 looks like a big shield"
20,"fq1gn8j7","on the top"
3,"fq1gn8j7","does it have spikey edges?"
24,"fq1gn8j7","one looks spiky"
23,"fq1gn8j7","very symmetrical "
16,"fq1gn8j7","the 1st figure looks like an insect antennae"
24,"fq1gn8j7","it looks like a shield I must say"
21,"fq1gn8j7","my fig2 looks like a rounded pair of antennae"
20,"fq1gn8j7","yea"
15,"fq1gn8j7","yeah.. it's my figure one over here too"
5,"fq1gn8j7","that is also how mine looks"
17,"fq1gn8j7","my fig 1 looks like a round antenna"
3,"fq1gn8j7","with a long narrow end?"
24,"fq1gn8j7","gets narrower "
2,"fq1gn8j7","Hello!"
5,"fq1gn8j7","should we name it insect"
13,"fq1gn8j7","hello"
21,"fq1gn8j7","like a snails' antennae perhaps"
20,"fq1gn8j7","and 2 looks like antenae"
22,"fq1gn8j7","yours?"
24,"fq1gn8j7","Anteannae! Yeah I can see that"
24,"fq1gn8j7","it is my figure 1 too"
23,"fq1gn8j7","great! "
2,"fq1gn8j7","The figure one looks like a shield"
16,"fq1gn8j7","the 2nd figure looks like a shield"
17,"fq1gn8j7","my fig two looks like a shield"
16,"fq1gn8j7","yes"
20,"fq1gn8j7","yeah fig 1 has spiky edges"
23,"fq1gn8j7","calling it antennae"
2,"fq1gn8j7","what does your figure one look like?"
24,"fq1gn8j7","perfect"
21,"fq1gn8j7","how about yours?"
23,"fq1gn8j7","and second is like a shield"
5,"fq1gn8j7","yes. same with mine. "
15,"fq1gn8j7","okay."
13,"fq1gn8j7","My figure 2 looks like a shield"
4,"fq1gn8j7","okay "
5,"fq1gn8j7","shall we name it insect and shield?"
24,"fq1gn8j7","we call the first antennae and the 2nd shield then?"
3,"fq1gn8j7","same as mine then"
15,"fq1gn8j7","mwith many pointed edges.. lol"
16,"fq1gn8j7","yes"
23,"fq1gn8j7","exxactly haha"
23,"fq1gn8j7","just to check"
2,"fq1gn8j7","and what does your figure one look like?"
13,"fq1gn8j7","My figure 1 look like horns"
20,"fq1gn8j7","cool im calling 1 shield and 2 antenae"
17,"fq1gn8j7","yes"
15,"fq1gn8j7","let's call it a shield"
4,"fq1gn8j7","sure"
23,"fq1gn8j7","yep"
13,"fq1gn8j7","or a downward arrow"
24,"fq1gn8j7","cheers"
15,"fq1gn8j7","cool."
3,"fq1gn8j7","okay"
4,"fq1gn8j7","yes"
15,"fq1gn8j7","hello"
16,"fq1gn8j7","hi"
23,"fq1gn8j7","hi"
24,"fq1gn8j7","Hello"
15,"fq1gn8j7","my fig one looks like an anetenne"
17,"fq1gn8j7","fig 1 looks like a shield fig 2 looks like an antenna"
16,"fq1gn8j7","The first image looks like a shield"
24,"fq1gn8j7","You're there mate?"
1,"fq1gn8j7","Hello"
22,"fq1gn8j7","hello"
3,"fq1gn8j7","hi "
15,"fq1gn8j7","also kinda looks like a nose plug too"
21,"fq1gn8j7","howdy"
8,"fq1gn8j7","hi"
20,"fq1gn8j7","hey my fig 1 looks like shield"
7,"fq1gn8j7","hi my first is like a spiky sheild"
13,"fq1gn8j7","hello"
4,"fq1gn8j7","hello! please describe your figures!"
22,"fq1gn8j7","my fig.1 looks like a big shield"
1,"fq1gn8j7","My figure 1 looks like two antenna with curved spikes at the bottom"
20,"fq1gn8j7","and 2 looks like antennae"
21,"fq1gn8j7","my fig1 looks like a shield with spikes"
23,"fq1gn8j7","great! antennae is my first fig and shield is second"
13,"fq1gn8j7","That is my figure 2"
7,"fq1gn8j7","my second is like a bug with antennas "
15,"fq1gn8j7","seems like fig one over there is fig 2 over here"
20,"fq1gn8j7","wbu"
23,"fq1gn8j7","I will write it down"
24,"fq1gn8j7","Hi!"
5,"fq1gn8j7","My figure 1 has a top like an insect's antenna"
1,"fq1gn8j7","Does your figure 1 look like a dragons head"
8,"fq1gn8j7","my figure one has 9 points"
4,"fq1gn8j7","my figure one is rounded at the top and my figure 2 is pointed"
9,"fq1gn8j7","my one looks kinda like a sheild"
16,"fq1gn8j7","yes"
21,"fq1gn8j7","my fig2 like a pair of rounded antennae"
22,"fq1gn8j7","and your fig.1 is like a big antennae?"
20,"fq1gn8j7","is it spiky?"
22,"fq1gn8j7","*bug"
21,"fq1gn8j7","like the antennae of a snail"
6,"fq1gn8j7","my figure 1 looks like a tie from the bottom"
8,"fq1gn8j7","my figure two only has two points"
21,"fq1gn8j7","how about yours"
9,"fq1gn8j7","oon the bottom sides"
3,"fq1gn8j7","my fig 1 has two spikes at the top with a narrow end "
15,"fq1gn8j7","what should we call fig one?"
7,"fq1gn8j7","shield*"
17,"fq1gn8j7","okay"
7,"fq1gn8j7","hey?"
15,"fq1gn8j7","nose plug?"
8,"fq1gn8j7","yes same for me"
9,"fq1gn8j7","with two curving round things"
13,"fq1gn8j7","hard to say :) I would say a shield"
6,"fq1gn8j7","and pointy 4 corners on top"
24,"fq1gn8j7","Hello"
15,"fq1gn8j7","that will be your fig 2"
13,"fq1gn8j7","with spiky edges?"
21,"fq1gn8j7","ok its like a shield"
20,"fq1gn8j7","and the other one?"
1,"fq1gn8j7","Yes"
22,"fq1gn8j7","yes, sound good!"
16,"fq1gn8j7","insect antennae.. on my figure 2"
3,"fq1gn8j7","my fig 2 looks like a snails long eyes "
1,"fq1gn8j7","We can call it a shield"
13,"fq1gn8j7","yes then"
21,"fq1gn8j7","at lest to me haha"
7,"fq1gn8j7","did u disappear?"
9,"fq1gn8j7","figure two is spikey with and elongated bottom"
13,"fq1gn8j7","as you prefer"
20,"fq1gn8j7","ahh ok"
6,"fq1gn8j7","i guess so"
9,"fq1gn8j7","wider at the top than the bottom"
20,"fq1gn8j7","my 1 is your 2"
15,"fq1gn8j7","okay. let's call it insect antennae"
4,"fq1gn8j7","hello?"
16,"fq1gn8j7","or what do you think? nose plug?"
8,"fq1gn8j7","yes mine too so we have the same order"
20,"fq1gn8j7","i think"
3,"fq1gn8j7","nearly touching both sides"
16,"fq1gn8j7","okay"
9,"fq1gn8j7","okay"
6,"fq1gn8j7","figure 2 looks like two worms??"
8,"fq1gn8j7","yup"
9,"fq1gn8j7","ill trust your judgement"
7,"fq1gn8j7","i think you did..."
20,"fq1gn8j7","i am calling my 1 shield and 2 antennae"
7,"fq1gn8j7",":("
3,"fq1gn8j7","ill call it spike and snail eyes "
21,"fq1gn8j7","yea, with antennae"
6,"fq1gn8j7","so we have the same figure one?"
9,"fq1gn8j7","sounds good"
20,"fq1gn8j7","cool. cheers mate"
21,"fq1gn8j7","ok I will not down 1=shield, 2 = antennae"
14,"fq1gn8j7","my fig looks like a demons head"
1,"fq1gn8j7","Hello"
1,"fq1gn8j7","With spiky edges?"
8,"fq1gn8j7","hi"
15,"fq1gn8j7","hello"
2,"fq1gn8j7","hello"
9,"fq1gn8j7","my figure one looks like fallopian tubes"
15,"fq1gn8j7","yeah.. my figure one is rounded on top too"
18,"fq1gn8j7","figure 1"
8,"fq1gn8j7","my figure one only has 2 points "
15,"fq1gn8j7","looks like a nose plug"
2,"fq1gn8j7","are you there?"
9,"fq1gn8j7","figure two looks like a club with spikes at the top and an elongated bottom"
8,"fq1gn8j7","my figure two has 9 points"
15,"fq1gn8j7","let's call it nose plug?"
1,"fq1gn8j7","the spiky shield is figure 2 "
18,"fq1gn8j7","thats my figure 2"
1,"fq1gn8j7","The antenna is figure 1 for me too"
15,"fq1gn8j7","then let's call fig 2 a shield"
2,"fq1gn8j7","figure 1 looks like a bugs antenna for me "
9,"fq1gn8j7","name thoughts"
15,"fq1gn8j7","yep"
1,"fq1gn8j7","Sounds good"
8,"fq1gn8j7","my figure one looks kind of like snail eyes"
18,"fq1gn8j7","snail"
2,"fq1gn8j7","and figure 2 looks like a leaf "
9,"fq1gn8j7","for 1"
9,"fq1gn8j7","and for two clubÉ"
8,"fq1gn8j7","and my figure is wide at the top and narrow at the bottem"
9,"fq1gn8j7","without the e"
8,"fq1gn8j7","hello"
8,"fq1gn8j7","hello"
18,"fq1gn8j7","hello"
15,"fq1gn8j7","hi"
3,"fq1gn8j7","hi"
7,"fq1gn8j7","hey "
2,"fq1gn8j7","Hello!"
6,"fq1gn8j7","hi!"
13,"fq1gn8j7","hey"
15,"fq1gn8j7","my fig one looks like a shield"
7,"fq1gn8j7","my figure twois  a spiky shield"
14,"fq1gn8j7","my fig 1 has obtused hornes "
15,"fq1gn8j7","with many pointed edges"
18,"fq1gn8j7","figure 1 looks like head of bee"
9,"fq1gn8j7","figure 1 looks like fallopian tubes"
2,"fq1gn8j7","my fig 1 looks like an insect antenna "
8,"fq1gn8j7","my figure one has 9 points and is wide at the top and narrow at the bottom"
6,"fq1gn8j7","my figure 1 looks like antennas"
7,"fq1gn8j7","my figure one is like antennas"
13,"fq1gn8j7","that is my figure 1"
17,"fq1gn8j7","fig 1 looks like a shield fig 2 antenna"
9,"fq1gn8j7","figure 2 looks like a club"
6,"fq1gn8j7","yes same!"
14,"fq1gn8j7","thats my fig 2"
7,"fq1gn8j7","my two?"
18,"fq1gn8j7","that is my figure 2 "
13,"fq1gn8j7","my figure 1 is a spiky shield"
2,"fq1gn8j7","and fig 2 looks like a dead leaf"
13,"fq1gn8j7","my figure 2 is an antenna"
8,"fq1gn8j7","ok great "
3,"fq1gn8j7","my figure 1 has 9 pointed edges, wide at the top narrow at the bottom"
15,"fq1gn8j7","is that your fig 1?"
6,"fq1gn8j7","and figure 2 isa tie from the bottom with 4 points"
14,"fq1gn8j7","thats my fig 2"
15,"fq1gn8j7","cool"
7,"fq1gn8j7","cool should we name ur 1 shield "
6,"fq1gn8j7","yeah i get what you mean by dead leaf"
9,"fq1gn8j7","can you describe more the sheild"
15,"fq1gn8j7","let's call it a shield"
14,"fq1gn8j7","whats the names"
2,"fq1gn8j7","ah i see that - the tie"
7,"fq1gn8j7","and ur second antenna"
13,"fq1gn8j7","yes"
13,"fq1gn8j7","perfect"
3,"fq1gn8j7","yup"
6,"fq1gn8j7","so we have the same?"
2,"fq1gn8j7"," ok so figure 1 antenna "
15,"fq1gn8j7","what about your fig 2?"
2,"fq1gn8j7","and figure 2 tie?"
7,"fq1gn8j7","fab"
6,"fq1gn8j7","yes sure!"
7,"fq1gn8j7","all done :)"
3,"fq1gn8j7","fig 2 looks like snail eyes nearly touching in the middle"
15,"fq1gn8j7","looks like an insect antennae right?"
2,"fq1gn8j7","perfect!"
13,"fq1gn8j7","have a good day :)"
14,"fq1gn8j7","yeah, horned snails right"
9,"fq1gn8j7","my figure 1 is your 2"
7,"fq1gn8j7","you too"
3,"fq1gn8j7","yes"
15,"fq1gn8j7","let's call it an antennae?"
14,"fq1gn8j7","okay shield and antena works for me"
3,"fq1gn8j7","yes"
15,"fq1gn8j7","cool"
9,"fq1gn8j7","hello"
3,"fq1gn8j7","hi"
13,"fq1gn8j7","hi"
6,"fq1gn8j7","hi"
9,"fq1gn8j7","figure 1 look like antenna"
9,"fq1gn8j7","figure 2 a sheild"
6,"fq1gn8j7","my first one looks like an antenna"
6,"fq1gn8j7","yes"
3,"fq1gn8j7","fig 1 has 9 sharp edges wide at the top narrow at the bottom"
16,"fq1gn8j7","hi there"
6,"fq1gn8j7","exact same "
8,"fq1gn8j7","my figure is the more pointy one"
9,"fq1gn8j7","perfect"
8,"fq1gn8j7","figure one"
9,"fq1gn8j7","namesÉ"
13,"fq1gn8j7","my figure 1 looks like a spiky shield"
14,"fq1gn8j7","my has spikes like a demon skeleton or a spike shilled"
16,"fq1gn8j7","i think figure 1 looks like a shield"
8,"fq1gn8j7","and figure two is the one with only 2 points"
8,"fq1gn8j7","hello"
3,"fq1gn8j7","id say spiked shield "
13,"fq1gn8j7","nice"
14,"fq1gn8j7","yeah were corresponding already whats your name for it"
9,"fq1gn8j7","maybe bug for 1 and protect for 2"
13,"fq1gn8j7","my figure 2 look like antennas"
16,"fq1gn8j7","yes"
3,"fq1gn8j7","spiky shield"
13,"fq1gn8j7","shall we name them shield and antennas?"
3,"fq1gn8j7","fig 2 looks like ant eyes "
3,"fq1gn8j7","snail eyes rather"
9,"fq1gn8j7","hello"
16,"fq1gn8j7","yes"
6,"fq1gn8j7","ok"
14,"fq1gn8j7","true the ants were sketpical"
6,"fq1gn8j7","sure"
6,"fq1gn8j7","hello"
6,"fq1gn8j7","my figure 1 is an antenna"
6,"fq1gn8j7","and figure 2 is like a shield?"
6,"fq1gn8j7","hello?"
21,"pqesetud","hi"
24,"pqesetud","Hello !!"
22,"pqesetud","hi "
21,"pqesetud","my first fig is like antennae"
20,"pqesetud","hi"
21,"pqesetud","of a bug"
4,"pqesetud","hello"
23,"pqesetud","hello"
22,"pqesetud","my fig 1 looks like antennae"
21,"pqesetud","like two of them are about to touch each other"
20,"pqesetud","my fig1 looks like a pair of rounded antennae"
5,"pqesetud","Hi, My Set 1 looks like a leaf, what does yours look like?"
5,"pqesetud","Hi Btw :)"
23,"pqesetud","my figure 1 looks like bug antenna"
24,"pqesetud","Oh you are here"
21,"pqesetud","exactly! calling it heart?"
24,"pqesetud","Sorry"
20,"pqesetud","my fig2 looks like a spiky shield"
22,"pqesetud","and my fig 2 looks like a pointy shield"
23,"pqesetud","has many curves"
20,"pqesetud","how about you?"
24,"pqesetud","My first one looks like a shield"
4,"pqesetud","does it look slightly like a horse shoe?"
5,"pqesetud","I'm here lol!"
21,"pqesetud","great! the other one is like a shield"
23,"pqesetud","which one is it for you?"
24,"pqesetud","with spiky edges"
22,"pqesetud","yeah i think so "
24,"pqesetud","and the 2nd one looks like an antennae"
21,"pqesetud","okay great !"
5,"pqesetud","ok great so mine and your fig 1 are correct"
24,"pqesetud","a pair of bug antennae"
7,"pqesetud","like a heart fig 1"
5,"pqesetud","yes, mine too! Great"
4,"pqesetud","my figure 2 is the attenae horse shoe"
21,"pqesetud","then calling 1- antennae 2- shield ?"
24,"pqesetud","ah nice"
22,"pqesetud","aha"
23,"pqesetud","the second one is like a shield"
24,"pqesetud","so what should we call them"
23,"pqesetud","with spikes"
20,"pqesetud","looks like also"
22,"pqesetud","so i guess 1=2 and 2=1"
24,"pqesetud","shield and antennae"
21,"pqesetud","haha yes!"
24,"pqesetud","_ Are they good_"
4,"pqesetud","my figure 1 looks looks like a pointy shield"
4,"pqesetud","yes"
22,"pqesetud"," and the other one is spiky"
22,"pqesetud","yeah cool"
7,"pqesetud","fig 2 like a spider"
1,"pqesetud","hello"
5,"pqesetud","So shall we call figure 1. Spiky shielf and 2.Bug antennae?"
22,"pqesetud","i am calling them antennae and shield then?"
20,"pqesetud","so I'll enter fig1 = antennae (or heart) and fig2 = shield"
5,"pqesetud","shield and antennae is probs best lol!"
24,"pqesetud","Just called them simply shield and antennae, one word :)"
4,"pqesetud","figure 2 is antennae, figure 1 is shield"
4,"pqesetud","yes"
7,"pqesetud","yes"
23,"pqesetud","hello"
24,"pqesetud","alright then"
22,"pqesetud","nice!"
5,"pqesetud","Great, thanks so much!"
20,"pqesetud","done!"
24,"pqesetud","1: shield 2: antennae"
1,"pqesetud","the bug with antennas is the figure 1for me as well"
23,"pqesetud","ok nice"
24,"pqesetud","Hi there!"
7,"pqesetud","hi"
21,"pqesetud","hi"
22,"pqesetud","hi!"
1,"pqesetud","Helloo"
5,"pqesetud","Hi"
23,"pqesetud","greetings"
4,"pqesetud","hi"
20,"pqesetud","hey"
14,"pqesetud","hey"
21,"pqesetud","my first fig is like a shield"
22,"pqesetud","my fig 1 looks like a shield"
24,"pqesetud","My 1st figure looks like an antennae"
2,"pqesetud","Hi "
16,"pqesetud","hello"
21,"pqesetud","has 4 points on top part"
14,"pqesetud","What does your figure 1 look like?"
23,"pqesetud","my first figure looks like antenna"
20,"pqesetud","my fig1 looks like a spiky shield"
24,"pqesetud","like those bugs have :)"
22,"pqesetud","and my fig 2 looks like antennae"
23,"pqesetud","loke of a bug"
21,"pqesetud","and narrow on the bottom"
5,"pqesetud","Fig 1 - Does it look like antennae?"
1,"pqesetud","My figure 1 looks like a shield of some sorts"
23,"pqesetud","and then the second is like a shield"
23,"pqesetud","with spikes"
21,"pqesetud","are you there?"
24,"pqesetud","and my 2nd figure looks like a shield. It has pointy edges"
2,"pqesetud","Yes mine are the same "
14,"pqesetud","my fig 2 has antennas"
24,"pqesetud","Can you spot them?"
20,"pqesetud","my fig2 like a pair of rounded antennae (like on top of a slug)"
23,"pqesetud","nice"
7,"pqesetud","fig 1 like a star with legs"
4,"pqesetud","my figure 2 looks like a a horse shoe with a crescent moon on its side under it"
22,"pqesetud","wbu"
5,"pqesetud","so does your figure one look like a holly leaf?"
23,"pqesetud","we call them antenna and shield?"
18,"pqesetud","That's fig 2 for me"
14,"pqesetud","yeah"
4,"pqesetud","my figure 1 also looks like a shield"
2,"pqesetud","Sounds good to me "
20,"pqesetud","are yours in teh same order?"
23,"pqesetud","great"
5,"pqesetud","ok cool - ok with naming them antennae and holly"
21,"pqesetud","helloooooo?"
22,"pqesetud","what does your fig 1 look like"
7,"pqesetud","fig2 like a swan "
14,"pqesetud","yeah that works"
1,"pqesetud","Ok, my figure two looks like a horse shoe as well"
17,"pqesetud","Hi my first figure is like a bone standing horizontal"
24,"pqesetud","maybe your fig 1 is my shield one?"
5,"pqesetud","perfect"
17,"pqesetud","Yes i am here"
21,"pqesetud","is it like a shield?"
18,"pqesetud","Does it not look more like a shield shape with the antennae?"
1,"pqesetud","What should we name each?"
23,"pqesetud",":)"
21,"pqesetud","i am calling that one shield"
5,"pqesetud","did you get your first question right?"
16,"pqesetud","my fig 1 looks like two snail facing each other FML"
17,"pqesetud","No "
20,"pqesetud","ok"
24,"pqesetud","amaybe my antennae is your swan and shield one is your star with legs :D"
7,"pqesetud","i think"
18,"pqesetud","or a snail stuff"
1,"pqesetud","Shield and horse shoe?"
17,"pqesetud","Okay, sheild then"
22,"pqesetud","ok that's my fig 2"
4,"pqesetud","Should we name them figure 1 is shield and figure 2 is horse shoe"
14,"pqesetud","I dont have any questions rn"
21,"pqesetud","the other one antennae?"
4,"pqesetud","perfect!"
2,"pqesetud",":)"
18,"pqesetud","the one you mentioned is fig 1 for me"
5,"pqesetud","Hi"
24,"pqesetud","Hello"
4,"pqesetud","hello"
16,"pqesetud","hi"
22,"pqesetud","hi"
17,"pqesetud","Hi"
20,"pqesetud","hey"
22,"pqesetud","my fig 1 looks like a shield "
4,"pqesetud","my figure 1 looks like a horse shoe"
23,"pqesetud","hello my friend"
21,"pqesetud","hi"
2,"pqesetud","Hi"
13,"pqesetud","Hi"
19,"pqesetud","hey"
5,"pqesetud","Does your figure 1 look like bug antennae? or a Holly leaf?"
4,"pqesetud","my figure 2 looks like a shield"
24,"pqesetud","my first figure looks like a pair of bug antennae"
3,"pqesetud","hallo!"
15,"pqesetud","Hello"
23,"pqesetud","my figure 1 looks like antenna"
20,"pqesetud","my fig1 looks like a pair of rounded antennae"
22,"pqesetud","and my fig 2 looks like antennae"
21,"pqesetud","my first figure is like antennae"
17,"pqesetud","My first figure is like a bone"
21,"pqesetud","of a bug"
20,"pqesetud","like on a slug"
23,"pqesetud","of  abug"
13,"pqesetud","My figure one looks sort of like a ""U"" shape"
19,"pqesetud","my figure 1 looks like a dragons head"
23,"pqesetud","and then figure 2 like a shield "
20,"pqesetud","my fig2 like a spiky shield"
23,"pqesetud","with spikes"
2,"pqesetud","Yes mine too "
3,"pqesetud","with a weird curve underneath?"
21,"pqesetud","your first fig is also like a shield?"
24,"pqesetud","And the other one looks like a shield to me with pointy edges or dragon face"
22,"pqesetud","i am not sure, is it spiky"
15,"pqesetud","My figure one looks like that too"
20,"pqesetud","yes"
23,"pqesetud","nice"
16,"pqesetud","bug antennae"
19,"pqesetud","correct"
13,"pqesetud","Ok, my figure 2 looks like a club of sorts"
15,"pqesetud","and my figure two as well"
4,"pqesetud","should we name them shield and horseshoe?"
2,"pqesetud","Same "
21,"pqesetud","calling it shield?"
3,"pqesetud","your fig 1 is my fig 2"
13,"pqesetud","Awesome"
